location,Bâle,Bâle,Bâle,Bâle
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Wind Speed,Wind Direction,Shortwave Radiation
unit,°C,km/h,°,W/m²
level,2 m elevation corrected,10 m,10 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Bâle Temperature [2 m elevation corrected],Bâle Wind Speed [10 m],Bâle Wind Direction [10 m],Bâle Shortwave Radiation
20251017T1200,14.320246,8.12197,77.19573,411.0
20251017T1300,14.360246,6.9527545,68.7495,344.0
20251017T1400,14.320246,6.763786,64.79888,248.0
20251017T1500,14.240245,6.151683,69.443954,179.0
20251017T1600,13.210245,2.9024127,60.25511,84.0
20251017T1700,12.650246,3.0758414,20.556046,11.0
20251017T1800,11.520246,3.8939953,33.690063,0.0
20251017T1900,10.950245,3.8268526,48.81407,0.0
20251017T2000,10.070246,4.1046314,52.125,0.0
20251017T2100,8.490246,4.0249224,63.43495,0.0
20251017T2200,7.5302453,4.1046314,37.87497,0.0
20251017T2300,6.4902453,3.8939953,56.30993,0.0
20251018T0000,5.6602454,2.9024127,60.25511,0.0
20251018T0100,5.190245,3.0547013,44.999985,0.0
20251018T0200,4.7602453,3.096837,54.46232,0.0
20251018T0300,4.3502455,4.0249224,63.43495,0.0
20251018T0400,3.5802455,4.6800003,67.380135,0.0
20251018T0500,3.5402455,4.802999,77.00538,0.0
20251018T0600,3.3402452,5.1544156,77.905235,0.0
20251018T0700,5.040245,4.3498964,65.55604,51.0
20251018T0800,7.980245,4.0249224,63.43495,187.0
20251018T0900,10.850245,5.154415,65.224846,330.0
20251018T1000,13.090245,5.315336,61.699234,434.0
20251018T1100,14.820246,8.350138,82.56859,516.0
20251018T1200,15.430245,8.28,89.99999,496.0
20251018T1300,16.350246,8.287822,92.48955,487.0
20251018T1400,16.230246,7.92,89.99999,405.0
20251018T1500,15.650246,6.489992,86.82017,260.0
20251018T1600,13.480246,5.8603754,79.38034,119.0
20251018T1700,10.780245,5.0528407,94.08562,12.0
20251018T1800,8.070246,6.6185193,112.380135,0.0
20251018T1900,7.4702454,5.8048253,119.74488,0.0
20251018T2000,7.0302453,6.6087217,119.35774,0.0
20251018T2100,6.9902453,6.6087217,119.35774,0.0
20251018T2200,7.0102453,6.1305785,139.76364,0.0
20251018T2300,6.8502455,7.24486,153.43495,0.0
20251019T0000,6.2002454,6.193674,144.46231,0.0
20251019T0100,5.920245,6.1305785,139.76364,0.0
20251019T0200,4.9702454,5.692099,145.30484,0.0
20251019T0300,5.040245,5.315336,151.69923,0.0
20251019T0400,5.210245,6.439876,153.43495,0.0
20251019T0500,5.3402452,6.489992,146.30994,0.0
20251019T0600,5.7002454,6.792466,147.99461,0.0
20251019T0700,6.3402452,7.5942082,148.57043,25.0
20251019T0800,8.080246,7.289445,147.09476,100.0
20251019T0900,10.180245,6.792466,147.99461,164.0
20251019T1000,12.320246,6.6185193,157.61987,264.0
20251019T1100,13.920245,9.107359,161.56505,362.0
20251019T1200,15.120245,8.766573,160.82098,337.0
20251019T1300,15.760245,8.39657,149.03624,285.0
20251019T1400,16.010246,7.7043357,142.59465,218.0
20251019T1500,15.540245,6.297428,149.03624,134.0
20251019T1600,13.900246,5.904439,142.4314,66.0
20251019T1700,12.380245,6.989936,145.49147,7.0
20251019T1800,11.730246,7.289445,147.09476,0.0
20251019T1900,10.750245,6.9247384,152.10272,0.0
20251019T2000,10.260245,6.6087217,150.64224,0.0
20251019T2100,9.940246,6.6087217,150.64224,0.0
20251019T2200,10.230246,6.12,151.9275,0.0
20251019T2300,10.340245,7.24486,153.43495,0.0
20251020T0000,10.540245,6.989936,145.49147,0.0
20251020T0100,10.470245,5.6002855,135.0,0.0
20251020T0200,10.350245,5.3517847,132.27368,0.0
20251020T0300,10.410245,5.8048253,150.25511,0.0
20251020T0400,10.710245,7.491114,144.78241,0.0
20251020T0500,11.100245,9.1641035,135.0,0.0
20251020T0600,11.130245,9.422101,133.45184,0.0
20251020T0700,11.440246,9.178235,138.17982,5.0
20251020T0800,11.940246,9.220499,141.34018,31.0
20251020T0900,12.440246,9.387651,147.52881,46.0
20251020T1000,13.330245,9.028754,156.50143,84.0
20251020T1100,13.990245,9.504273,155.37643,96.0
20251020T1200,14.670245,9.659814,153.43495,165.0
20251020T1300,15.350245,10.028439,158.9625,199.0
20251020T1400,15.330245,9.449572,162.25533,103.0
20251020T1500,15.390245,10.137692,163.49564,34.0
20251020T1600,14.960245,10.028439,158.9625,17.0
20251020T1700,13.720245,9.028754,156.50143,2.0
20251020T1800,13.200245,9.028754,156.50143,0.0
20251020T1900,13.040245,9.028754,156.50143,0.0
20251020T2000,12.850245,8.766573,160.82098,0.0
20251020T2100,13.000245,8.825508,168.2317,0.0
20251020T2200,13.160245,8.825508,168.2317,0.0
20251020T2300,13.630245,10.464798,176.05481,0.0
20251021T0000,13.570246,11.165805,181.84761,0.0
20251021T0100,13.180245,12.144331,191.97614,0.0
20251021T0200,13.120245,11.620809,196.18921,0.0
20251021T0300,13.440246,12.245293,204.30455,0.0
20251021T0400,13.290245,12.7279215,208.73979,0.0
20251021T0500,12.990245,12.594856,210.96376,0.0
20251021T0600,13.030245,11.609651,209.74489,0.0
20251021T0700,13.150246,11.298495,210.65067,19.0
20251021T0800,13.5602455,11.609651,209.74489,53.0
20251021T0900,14.350245,12.10157,210.37914,87.0
20251021T1000,15.640245,8.427383,199.98311,182.0
20251021T1100,16.470245,9.83268,203.7495,236.0
20251021T1200,17.070246,9.659814,206.56505,272.0
20251021T1300,17.920246,10.365251,200.32314,317.0
20251021T1400,17.760244,11.119281,209.05461,249.0
20251021T1500,17.030245,10.799999,216.8699,186.0
20251021T1600,15.550245,7.5685663,205.34618,74.0
20251021T1700,14.110246,7.208994,182.86241,4.0
20251021T1800,14.230246,6.2145634,169.99202,0.0
20251021T1900,14.090245,6.725354,164.47589,0.0
20251021T2000,13.990245,6.9527545,158.7495,0.0
20251021T2100,13.730246,7.289444,159.77515,0.0
20251021T2200,13.690246,8.12197,167.19574,0.0
20251021T2300,13.630245,8.209263,164.74487,0.0
20251022T0000,13.640245,7.754637,158.1986,0.0
20251022T0100,13.600245,6.763786,154.79887,0.0
20251022T0200,13.550245,5.904439,142.4314,0.0
20251022T0300,13.430245,5.692099,124.69515,0.0
20251022T0400,13.260245,6.12,118.07248,0.0
20251022T0500,13.260245,4.3498964,114.44395,0.0
20251022T0600,13.410245,2.4149535,153.43495,0.0
20251022T0700,13.910245,4.198285,210.96376,3.0
20251022T0800,14.300245,7.491114,234.78241,28.0
20251022T0900,14.630245,8.161764,228.57634,86.0
20251022T1000,15.480246,2.2768397,161.56505,185.0
20251022T1100,16.390245,4.896529,162.89728,165.0
20251022T1200,16.940245,6.9527545,158.7495,226.0
20251022T1300,17.190245,8.759178,170.53767,108.0
20251022T1400,17.360245,10.829959,195.42216,46.0
20251022T1500,17.480246,11.592895,205.76933,43.0
20251022T1600,16.990246,13.53236,208.61046,29.0
20251022T1700,16.520247,13.217443,209.35776,3.0
20251022T1800,16.210245,12.904882,210.14139,0.0
20251022T1900,16.360247,12.682018,214.59229,0.0
20251022T2000,16.000246,11.923557,208.88658,0.0
20251022T2100,16.310246,11.770403,203.4287,0.0
20251022T2200,16.220245,8.350138,187.43141,0.0
20251022T2300,16.120245,13.202726,191.00354,0.0
20251023T0000,15.890245,17.418196,198.06047,0.0
20251023T0100,15.970245,15.986595,187.76517,0.0
20251023T0200,16.180246,13.363711,175.36453,0.0
20251023T0300,16.300245,14.689589,162.89728,0.0
20251023T0400,16.210245,18.057508,175.42609,0.0
20251023T0500,16.960245,18.374111,182.24574,0.0
20251023T0600,16.940245,22.427162,198.72578,0.0
20251023T0700,15.670245,18.837324,225.0,8.0
20251023T0800,15.000245,24.675106,246.8014,44.0
20251023T0900,13.120245,23.000591,230.0796,43.0
20251023T1000,13.240245,19.134262,228.81409,174.0
20251023T1100,12.770246,21.892027,225.0,278.0
20251023T1200,13.320246,26.044699,229.48462,340.0
20251023T1300,13.770246,29.46287,234.95062,365.0
20251023T1400,12.870245,29.168886,234.54453,259.0
20251023T1500,11.960245,21.892027,225.0,142.0
20251023T1600,11.170245,24.774696,234.46233,54.0
20251023T1700,11.020246,24.26998,237.72437,1.0
20251023T1800,11.020246,23.675304,241.87627,0.0
20251023T1900,11.040245,22.782625,238.57043,0.0
20251023T2000,11.070246,23.166218,237.05078,0.0
20251023T2100,10.730246,22.59699,239.34933,0.0
20251023T2200,10.370245,18.35647,228.17984,0.0
20251023T2300,9.920245,21.175837,234.68878,0.0
20251024T0000,9.450245,21.068459,236.853,0.0
20251024T0100,8.880245,22.065973,236.30994,0.0
20251024T0200,8.540245,21.599998,233.1301,0.0
20251024T0300,8.330246,19.734436,231.66666,0.0
20251024T0400,8.110246,19.171478,235.71313,0.0
20251024T0500,8.000245,18.847641,241.47688,0.0
20251024T0600,7.8002453,19.66536,246.2505,0.0
20251024T0700,7.9702454,18.58451,248.4047,14.0
20251024T0800,8.370246,19.011953,251.22197,51.0
20251024T0900,9.020246,19.255793,249.1932,188.0
20251024T1000,9.540245,18.709612,239.98164,296.0
20251024T1100,10.790245,18.681883,244.91641,376.0
20251024T1200,11.400246,18.359999,241.92752,408.0
20251024T1300,11.670245,18.043148,241.38954,358.0
20251024T1400,11.840245,16.981165,237.99463,272.0
20251024T1500,11.590245,14.689588,233.97263,170.0
20251024T1600,10.530245,11.966954,223.78113,81.0
20251024T1700,9.210245,11.457958,223.72697,4.0
20251024T1800,8.880245,10.514218,218.04704,0.0
20251024T1900,8.260245,10.296251,216.46924,0.0
20251024T2000,8.300245,12.181624,214.1597,0.0
20251024T2100,8.830245,13.104198,217.18471,0.0
20251024T2200,9.080245,6.5693827,170.53767,0.0
20251024T2300,9.270246,9.47012,188.74615,0.0
20251025T0000,9.090245,11.753877,207.34988,0.0
20251025T0100,9.660245,12.031756,218.92755,0.0
20251025T0200,10.040245,12.88981,215.90973,0.0
20251025T0300,10.230246,13.513193,221.7603,0.0
20251025T0400,9.950245,13.513193,221.7603,0.0
20251025T0500,9.970245,12.538134,219.17366,0.0
20251025T0600,10.100245,13.896187,216.57303,0.0
20251025T0700,10.570246,16.92383,218.08878,17.0
20251025T0800,11.0602455,19.09358,225.7639,62.0
20251025T0900,11.100245,19.681828,230.19443,99.0
20251025T1000,11.100245,13.276144,229.39871,79.0
20251025T1100,11.190246,14.57889,237.09476,85.0
20251025T1200,11.500245,12.57426,246.37064,148.0
20251025T1300,11.650246,12.758432,253.61046,146.0
20251025T1400,11.600245,11.440979,245.85446,127.0
20251025T1500,11.350245,10.514218,231.95296,109.0
20251025T1600,10.780245,8.404285,223.2643,41.0
20251025T1700,10.160245,8.161764,221.42366,2.0
20251025T1800,9.940246,9.178235,228.17984,0.0
20251025T1900,9.500245,9.673221,225.0,0.0
20251025T2000,9.520246,11.525623,231.3402,0.0
20251025T2100,9.150246,11.592894,233.84181,0.0
20251025T2200,9.450245,8.217153,208.81079,0.0
20251025T2300,9.450245,10.703569,222.27368,0.0
20251026T0000,9.300245,12.229406,222.61406,0.0
20251026T0100,9.270246,14.003028,223.95837,0.0
20251026T0200,9.200245,14.689588,233.97263,0.0
20251026T0300,8.980246,17.447933,248.1986,0.0
20251026T0400,8.640245,17.555305,254.53879,0.0
20251026T0500,8.210245,15.725037,254.0546,0.0
20251026T0600,7.690245,14.145756,255.25644,0.0
20251026T0700,7.4902453,13.556282,259.28687,8.0
20251026T0800,8.150246,14.685176,258.69006,61.0
20251026T0900,8.690246,17.873556,260.72742,192.0
20251026T1000,9.330245,14.88242,237.84772,319.0
20251026T1100,10.090245,17.068707,242.35403,332.0
20251026T1200,10.120245,19.469975,250.55997,310.0
20251026T1300,9.860246,19.9954,256.46414,261.0
20251026T1400,9.230246,19.386591,254.93152,151.0
20251026T1500,8.730246,14.934577,254.62375,114.0
20251026T1600,8.230246,13.207634,252.55283,40.0
20251026T1700,7.750245,13.527572,244.79889,2.0
20251026T1800,7.360245,14.986553,245.89777,0.0
20251026T1900,7.190245,14.33234,244.72229,0.0
20251026T2000,7.4102454,14.57889,237.09476,0.0
20251026T2100,7.520245,15.580141,229.68591,0.0
20251026T2200,7.690245,11.885453,215.13419,0.0
20251026T2300,7.6002455,15.696165,216.60707,0.0
20251027T0000,7.8402452,17.884428,220.1009,0.0
20251027T0100,7.8202453,19.008545,217.30396,0.0
20251027T0200,7.750245,20.12461,222.82526,0.0
20251027T0300,7.5702453,23.1774,223.11182,0.0
20251027T0400,7.3002453,24.967497,222.66269,0.0
20251027T0500,7.190245,24.951921,223.83087,0.0
20251027T0600,7.0502453,25.20257,225.57874,0.0
20251027T0700,7.420245,26.729847,225.54565,5.0
20251027T0800,7.790245,27.497026,226.06091,20.0
20251027T0900,8.340245,27.511158,227.1211,39.0
20251027T1000,8.900246,25.41763,232.4809,37.0
20251027T1100,9.600245,25.488914,233.61566,68.0
20251027T1200,9.630245,24.26998,237.72437,131.0
20251027T1300,10.130245,23.83624,244.98311,129.0
20251027T1400,10.3102455,24.448214,256.37302,107.0
20251027T1500,10.470245,20.364674,261.8699,70.0
20251027T1600,10.240245,16.923828,268.78113,22.0
20251027T1700,10.040245,14.05845,267.06433,1.0
20251027T1800,10.020246,13.202726,258.99646,0.0
20251027T1900,9.970245,12.313893,254.74487,0.0
20251027T2000,9.730246,14.003029,252.03087,0.0
20251027T2100,9.470245,12.413477,240.46121,0.0
20251027T2200,9.610246,9.449572,220.36453,0.0
20251027T2300,9.470245,10.691453,225.0,0.0
20251028T0000,9.340245,11.525623,231.3402,0.0
20251028T0100,9.650246,12.313894,232.12502,0.0
20251028T0200,9.590245,11.720751,227.48956,0.0
20251028T0300,9.650246,11.753876,220.03026,0.0
20251028T0400,9.650246,11.808878,217.5686,0.0
20251028T0500,9.410245,12.096214,216.52885,0.0
20251028T0600,9.370245,13.513193,221.7603,0.0
20251028T0700,9.780245,15.03835,227.91084,9.0
20251028T0800,10.800245,16.563911,227.64255,64.0
20251028T0900,11.830245,16.80857,223.2643,130.0
20251028T1000,12.690246,14.512064,209.74489,166.0
20251028T1100,13.490245,17.283749,215.6764,172.0
20251028T1200,14.380245,18.089775,227.41951,195.0
20251028T1300,14.720245,18.472595,236.92932,176.0
20251028T1400,14.510245,18.998316,242.9494,154.0
20251028T1500,14.280245,16.92383,246.16125,82.0
20251028T1600,13.400246,12.57426,246.37064,50.0
20251028T1700,12.340245,10.30883,245.22485,1.0
20251028T1800,11.550245,9.83268,246.2505,0.0
20251028T1900,10.940246,8.587338,236.97614,0.0
20251028T2000,10.460245,7.653705,221.18593,0.0
20251028T2100,9.730246,7.0911775,203.9625,0.0
20251028T2200,9.760245,5.4477882,187.59465,0.0
20251028T2300,9.320246,6.2145634,169.99202,0.0
20251029T0000,8.670245,6.28713,156.37062,0.0
20251029T0100,7.690245,5.8048253,150.25511,0.0
20251029T0200,7.460245,5.8048253,150.25511,0.0
20251029T0300,6.6802454,5.8048253,150.25511,0.0
20251029T0400,5.8002453,6.193674,144.46231,0.0
20251029T0500,5.650245,6.4096174,141.84277,0.0
20251029T0600,5.520245,6.696387,143.74615,0.0
20251029T0700,5.860245,7.42159,140.90614,21.0
20251029T0800,8.040245,7.10031,149.53445,121.0
20251029T0900,10.260245,6.763786,154.79887,231.0
20251029T1000,12.100245,6.6185193,157.61987,335.0
20251029T1100,13.650246,8.427383,160.01689,357.0
20251029T1200,15.0602455,9.114471,170.90973,396.0
20251029T1300,15.840245,8.217153,151.18921,340.0
20251029T1400,15.770246,8.714677,141.70984,280.0
20251029T1500,14.880245,6.792466,147.99461,199.0
20251029T1600,12.900246,5.634891,153.43495,55.0
20251029T1700,11.980246,6.297428,149.03624,1.0
20251029T1800,11.740245,5.495161,148.3925,0.0
20251029T1900,11.720245,5.1919937,146.30994,0.0
20251029T2000,11.210245,6.12,151.9275,0.0
20251029T2100,10.970245,7.9932966,144.16235,0.0
20251029T2200,11.160245,8.089993,159.14554,0.0
20251029T2300,11.400246,12.661564,165.17352,0.0
20251030T0000,11.740245,13.5515,163.00917,0.0
20251030T0100,12.340245,10.390226,165.96376,0.0
20251030T0200,12.530245,8.669949,184.76364,0.0
20251030T0300,12.540245,9.360001,202.61987,0.0
20251030T0400,12.710245,9.085988,213.69006,0.0
20251030T0500,12.670245,7.4128532,240.9454,0.0
20251030T0600,12.110246,6.439876,243.43495,0.0
20251030T0700,11.890245,5.692099,235.30484,7.0
20251030T0800,12.460245,6.9247384,242.10274,68.0
20251030T0900,13.210245,7.9932976,262.23483,130.0
20251030T1000,14.180245,7.9526596,264.80557,196.0
20251030T1100,14.5602455,4.802999,257.00537,318.0
20251030T1200,15.070246,2.8116899,230.19443,317.0
20251030T1300,15.440246,2.9024127,209.74489,270.0
20251030T1400,15.140245,2.8799999,180.0,232.0
20251030T1500,14.420245,2.0991426,120.96376,155.0
20251030T1600,11.8102455,5.0911684,81.869896,58.0
20251030T1700,9.570246,6.2145634,79.99202,1.0
20251030T1800,8.050245,5.4119864,86.18592,0.0
20251030T1900,7.0802455,4.68,89.99999,0.0
20251030T2000,6.170245,3.9763298,95.19443,0.0
20251030T2100,5.7402453,3.4152596,108.434944,0.0
20251030T2200,5.670245,3.4152596,161.56505,0.0
20251030T2300,5.9102454,6.2145634,169.99202,0.0
20251031T0000,5.770245,5.634891,153.43495,0.0
20251031T0100,5.3402452,4.5820518,135.0,0.0
20251031T0200,5.2602453,5.692099,145.30484,0.0
20251031T0300,5.690245,5.904439,142.4314,0.0
20251031T0400,5.440245,5.904439,142.4314,0.0
20251031T0500,5.5302453,6.489992,146.30994,0.0
20251031T0600,5.770245,6.297428,149.03624,0.0
20251031T0700,6.380245,6.9247384,152.10272,12.0
20251031T0800,8.000245,6.6087217,150.64224,88.0
20251031T0900,10.200245,6.297428,149.03624,185.0
20251031T1000,12.720245,4.5536795,161.56505,298.0
20251031T1100,14.130245,7.5942073,174.55966,345.0
20251031T1200,15.490245,8.707238,172.87498,320.0
20251031T1300,16.500246,6.162207,173.29016,319.0
20251031T1400,16.800245,6.151683,159.44395,242.0
20251031T1500,15.860246,5.692099,145.30484,153.0
20251031T1600,13.630245,5.8048253,150.25511,42.0
20251031T1700,12.380245,5.95906,154.98311,0.0
20251031T1800,11.890245,5.634891,153.43495,0.0
20251031T1900,11.550245,5.634891,153.43495,0.0
20251031T2000,10.970245,5.991594,147.26477,0.0
20251031T2100,10.970245,5.991594,147.26477,0.0
20251031T2200,11.350245,5.3517847,160.34618,0.0
20251031T2300,11.200245,6.763786,154.79887,0.0
20251101T0000,10.480246,6.297428,149.03624,0.0
20251101T0100,10.720245,5.495161,148.3925,0.0
20251101T0200,10.190246,6.297428,149.03624,0.0
20251101T0300,10.080245,6.489992,146.30994,0.0
20251101T0400,9.920245,6.6087217,150.64224,0.0
20251101T0500,9.670245,6.792466,147.99461,0.0
20251101T0600,9.590245,6.4096174,141.84277,0.0
20251101T0700,9.850245,7.42159,140.90614,13.0
20251101T0800,11.600245,7.491114,144.78241,77.0
20251101T0900,13.370245,7.4128532,150.94539,162.0
20251101T1000,14.690246,9.021574,151.38954,277.0
20251101T1100,16.110247,9.107359,161.56505,286.0
20251101T1200,16.580246,9.227524,159.44395,223.0
20251101T1300,16.680244,7.5685663,154.65382,182.0
20251101T1400,16.940245,9.0,163.73979,159.0
20251101T1500,16.290245,7.754637,158.1986,83.0
20251101T1600,15.510245,7.754637,158.1986,11.0
20251101T1700,14.820246,7.5170207,163.30075,0.0
20251101T1800,13.890245,4.802999,167.00539,0.0
20251101T1900,13.630245,4.802999,167.00539,0.0
20251101T2000,13.550245,4.0249224,169.69516,0.0
20251101T2100,13.3102455,4.32,180.0,0.0
20251101T2200,12.8102455,5.815978,248.1986,0.0
20251101T2300,12.630245,4.2136917,250.0169,0.0
20251102T0000,12.840245,3.9763298,174.80557,0.0
20251102T0100,12.630245,4.3498964,155.55605,0.0
20251102T0200,11.580245,5.1165614,140.71059,0.0
20251102T0300,11.3102455,4.1046314,142.12502,0.0
20251102T0400,11.150246,2.7416782,156.8014,0.0
20251102T0500,10.960245,2.5455842,171.8699,0.0
20251102T0600,11.070246,2.5455842,171.8699,0.0
20251102T0700,11.050245,4.6938252,175.60129,6.0
20251102T0800,11.250245,7.42159,194.03624,36.0
20251102T0900,11.8102455,8.714677,218.29016,90.0
20251102T1000,12.160245,11.770403,203.4287,159.0
20251102T1100,12.440246,12.245293,204.30455,224.0
20251102T1200,12.690246,11.983188,212.73523,172.0
20251102T1300,12.380245,13.513193,221.7603,122.0
20251102T1400,12.120245,14.021525,221.87787,79.0
20251102T1500,12.080245,14.021525,228.12213,53.0
20251102T1600,11.540245,13.18308,235.00798,15.0
20251102T1700,10.850245,12.096214,233.47115,0.0
20251102T1800,10.390245,11.298495,239.34933,0.0
20251102T1900,9.960245,11.435313,241.82141,0.0
20251102T2000,9.630245,10.514218,231.95296,0.0
20251102T2100,9.210245,9.686609,228.01279,0.0
20251102T2200,9.050245,5.95906,205.01689,0.0
20251102T2300,8.620245,6.489992,213.69006,0.0
20251103T0000,8.260245,5.495161,211.6075,0.0
20251103T0100,8.190246,5.95906,205.01689,0.0
20251103T0200,7.540245,5.6920996,198.43495,0.0
20251103T0300,7.1802454,5.506941,191.30994,0.0
20251103T0400,6.770245,5.8603754,190.61966,0.0
20251103T0500,6.5902452,5.937272,194.03624,0.0
20251103T0600,6.440245,5.1544156,192.09476,0.0
20251103T0700,6.9302454,5.4477882,187.59465,11.0
20251103T0800,8.460245,6.162207,186.70984,78.0
20251103T0900,10.080245,9.449572,229.63547,159.0
20251103T1000,11.370245,8.373386,205.46335,260.0
20251103T1100,12.540245,11.792404,211.26373,269.0
20251103T1200,13.200245,9.885262,213.11134,231.0
20251103T1300,13.870245,9.511088,209.47589,189.0
20251103T1400,13.880245,8.557102,202.24902,130.0
20251103T1500,13.520246,6.379216,196.38954,124.0
20251103T1600,12.270246,6.12,180.0,47.0
20251103T1700,10.770246,5.506941,168.69006,0.0
20251103T1800,9.470245,5.506941,168.69006,0.0
20251103T1900,8.290245,4.452954,165.96376,0.0
20251103T2000,6.170245,4.1046314,164.74487,0.0
20251103T2100,5.1202455,3.8773184,158.1986,0.0
20251103T2200,4.7802453,5.2416787,164.0546,0.0
20251103T2300,4.5302453,6.151683,159.44395,0.0
20251104T0000,4.710245,5.95906,154.98311,0.0
20251104T0100,4.5702453,6.439876,153.43495,0.0
20251104T0200,4.2902455,6.439876,153.43495,0.0
20251104T0300,3.8902454,5.692099,145.30484,0.0
20251104T0400,4.0102453,5.6233797,140.19443,0.0
20251104T0500,3.9902453,5.904439,142.4314,0.0
20251104T0600,3.6102452,5.495161,148.3925,0.0
20251104T0700,4.0602455,5.8048253,150.25511,11.0
20251104T0800,5.9502454,5.8048253,150.25511,90.0
20251104T0900,8.510245,5.8048253,150.25511,202.0
20251104T1000,10.130245,5.991594,147.26477,290.0
20251104T1100,12.140245,7.4128532,150.94539,371.0
20251104T1200,13.930245,8.049845,153.43495,410.0
20251104T1300,14.980246,7.4128532,150.94539,387.0
20251104T1400,15.100245,7.2,143.1301,293.0
20251104T1500,14.160245,4.6102495,141.34018,178.0
20251104T1600,10.430245,6.151683,159.44395,52.0
20251104T1700,8.550245,6.6185193,157.61987,0.0
20251104T1800,7.1002455,6.297428,149.03624,0.0
20251104T1900,6.710245,5.8048253,150.25511,0.0
20251104T2000,6.0702453,5.815978,158.1986,0.0
20251104T2100,5.630245,5.4833565,156.8014,0.0
20251104T2200,5.0302453,5.8048253,150.25511,0.0
20251104T2300,4.770245,6.12,151.9275,0.0
20251105T0000,4.2602453,5.495161,148.3925,0.0
20251105T0100,4.2002454,5.1919937,146.30994,0.0
20251105T0200,3.9902453,6.297428,149.03624,0.0
20251105T0300,3.5802455,6.792466,147.99461,0.0
20251105T0400,3.6602454,7.10031,149.53445,0.0
20251105T0500,3.3802452,7.289445,147.09476,0.0
20251105T0600,3.0702453,6.696387,143.74615,0.0
20251105T0700,3.6302452,5.904439,142.4314,14.0
20251105T0800,5.6202455,5.692099,145.30484,115.0
20251105T0900,8.440246,4.5820518,135.0,241.0
20251105T1000,10.870245,4.8433046,138.01279,335.0
20251105T1100,12.840245,6.618519,135.0,400.0
20251105T1200,14.540245,6.8777895,137.1211,407.0
20251105T1300,15.820246,5.991594,147.26477,386.0
20251105T1400,16.050245,4.3349743,138.36646,289.0
20251105T1500,15.480246,3.8268526,131.18591,173.0
20251105T1600,13.580245,5.315336,118.30075,51.0
20251105T1700,8.820246,4.6938257,122.47119,0.0
20251105T1800,8.140245,4.8433046,131.98721,0.0
20251105T1900,6.9102454,5.3517847,132.27368,0.0
20251105T2000,5.4702454,5.8603754,132.51044,0.0
20251105T2100,5.2802453,5.6233797,129.80557,0.0
20251105T2200,4.5802455,6.3690495,137.2906,0.0
20251105T2300,3.9202452,6.618519,135.0,0.0
20251106T0000,3.9702454,5.6233797,129.80557,0.0
20251106T0100,3.4702454,5.0911684,135.0,0.0
20251106T0200,2.6002455,5.1165614,140.71059,0.0
20251106T0300,2.0602455,5.1165614,140.71059,0.0
20251106T0400,1.5302454,5.1165614,140.71059,0.0
20251106T0500,1.7102454,5.6233797,140.19443,0.0
20251106T0600,1.8102454,5.1919937,146.30994,0.0
20251106T0700,2.5802455,5.3517847,137.72632,10.0
20251106T0800,4.610245,5.0911684,135.0,98.0
20251106T0900,6.7202454,3.6,143.1301,200.0
20251106T1000,8.330246,2.4149535,153.43495,329.0
20251106T1100,10.090245,4.829907,153.43495,377.0
20251106T1200,11.900246,5.1544156,167.90524,419.0
20251106T1300,12.840245,4.5536795,161.56505,349.0
20251106T1400,12.770246,4.3349743,138.36646,287.0
20251106T1500,12.760245,4.198285,120.96376,161.0
20251106T1600,11.760245,5.00128,120.25643,43.0
20251106T1700,10.8102455,3.396233,147.99461,0.0
20251106T1800,8.860246,3.8939953,146.30994,0.0
20251106T1900,6.4102454,3.219938,153.43495,0.0
20251106T2000,5.3202453,2.9024127,150.25511,0.0
20251106T2100,4.3302455,3.096837,144.46231,0.0
20251106T2200,4.860245,2.5959969,146.30994,0.0
20251106T2300,4.5802455,4.8433046,131.98721,0.0
20251107T0000,4.2602453,2.8116899,129.80557,0.0
20251107T0100,4.0002456,3.7585104,106.69924,0.0
20251107T0200,3.6102452,4.5820518,135.0,0.0
20251107T0300,3.0602455,4.3498964,155.55605,0.0
20251107T0400,2.8702455,3.0547013,135.0,0.0
20251107T0500,2.4802454,3.8268526,131.18591,0.0
20251107T0600,2.0602455,4.8965297,143.97263,0.0
20251107T0700,2.2802453,5.3517847,137.72632,9.0
20251107T0800,3.6702452,4.3349743,138.36646,91.0
20251107T0900,5.7802453,3.219938,153.43495,217.0
20251107T1000,7.1202455,2.3051248,128.6598,333.0
20251107T1100,8.630245,3.0758414,110.556046,403.0
20251107T1200,10.0602455,3.319036,130.60129,407.0
20251107T1300,10.950245,1.2979984,146.30994,370.0
20251107T1400,10.820246,1.484318,165.96376,281.0
20251107T1500,9.570246,2.4149535,116.56505,163.0
20251107T1600,8.110246,3.9763298,95.19443,43.0
20251107T1700,6.8502455,2.9024127,97.125015,0.0
20251107T1800,4.8502455,2.8116899,129.80557,0.0
20251107T1900,3.4902453,3.319036,139.3987,0.0
20251107T2000,3.2902455,3.096837,144.46231,0.0
20251107T2100,3.2302456,3.0547013,135.0,0.0
20251107T2200,3.3502455,3.096837,125.537674,0.0
20251107T2300,3.0202456,2.5455842,135.0,0.0
20251108T0000,3.0302453,4.1046314,127.874985,0.0
20251108T0100,2.8602452,4.3349743,131.63353,0.0
20251108T0200,2.7302456,4.6102495,141.34018,0.0
